/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_10_430.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_10_430.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_10_430.jpg, 0, 0, 0, 7.896055E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_10_551.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_10_551.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_10_551.jpg, 0, 0, 0, 7.928215E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_10_723.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_10_723.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_10_723.jpg, 0, 0, 0, 8.011018E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_10_830.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_10_830.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_10_830.jpg, 0, 0, 0, 7.961145E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_10_980.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_10_980.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_10_980.jpg, 0, 0, 0, 7.894122E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_11_128.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_11_128.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_11_128.jpg, 0, 0, 0, 7.984612E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_11_311.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_11_311.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_11_311.jpg, 0, 0, 0, 7.861467E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_11_488.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_11_488.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_11_488.jpg, 0, 0, 0, 7.929506E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_11_637.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_11_637.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_11_637.jpg, 0, 0, 0, 7.873798E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_11_761.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_11_761.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_11_761.jpg, 0, 0, 0, 7.836592E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_11_868.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_11_868.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_11_868.jpg, 0, 0, 0, 7.819243E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_11_979.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_11_979.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_11_979.jpg, 0, 0, 0, 8.415038E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_12_106.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_12_106.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_12_106.jpg, 0, 0, 0, 7.849132E-05
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_12_286.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_12_286.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_12_286.jpg, 0, 0.5349419, 0, 1.101151
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_12_453.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_12_453.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_12_453.jpg, -0.1646941, 0.9589591, 0, 2.577493
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_12_536.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_12_536.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_12_536.jpg, -0.501567, 1, 0, 3.714527
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_12_647.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_12_647.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_12_647.jpg, -0.1689059, 0.6673388, 0, 4.787824
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_12_749.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_12_749.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_12_749.jpg, 0, 0.362548, 0, 5.185424
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_12_862.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_12_862.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_12_862.jpg, -0.1351619, 0.02116895, 0, 5.295708
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_12_984.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_12_984.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_12_984.jpg, -0.2793689, 0, 0, 5.197363
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_13_117.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_13_117.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_13_117.jpg, 0, 0, 0, 5.111747
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_13_243.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_13_243.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_13_243.jpg, 0, 0, 0, 5.050231
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_13_367.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_13_367.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_13_367.jpg, 0, 0, 0, 4.989483
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_13_508.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_13_508.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_13_508.jpg, -0.4233928, 0, 0, 4.885571
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_13_618.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_13_618.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_13_618.jpg, -0.7528349, 0, 0, 4.733825
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_13_725.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_13_725.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_13_725.jpg, -1, 0.1560749, 0, 4.71995
/Users/asik/Desktop/Self Driving Car/IMG/center_2021_12_19_18_46_13_832.jpg, /Users/asik/Desktop/Self Driving Car/IMG/left_2021_12_19_18_46_13_832.jpg, /Users/asik/Desktop/Self Driving Car/IMG/right_2021_12_19_18_46_13_832.jpg, -1, 0.4715188, 0, 5.190012
